example_id,build_id,document_id,page_id,dataset,document_type,language,project_split,split_group_id,token_source,image_path,normalized_annotation_path,model_example_path,ocr_route,token_count,label_count,entity_count,relation_count,canonical_field_count,alignment_coverage,entity_retention_rate,relation_retention_rate,canonical_retention_rate,data_quality_score,inference_realistic,is_private,is_usable,exclusion_reason,profile
fatura_page_07375f2f3af686__ground_truth,final-4afac97814f51edf,fatura_doc_64c9eab5d24b21,fatura_page_07375f2f3af686,fatura,invoice,tr,train,split_5d2ec75a66abd816,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template6_Instance184.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_07375f2f3af686.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_07375f2f3af686.json,,53,53,7,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_3dbdc082c67894__ground_truth,final-4afac97814f51edf,fatura_doc_900ef1e8b6fdca,fatura_page_3dbdc082c67894,fatura,invoice,tr,train,split_53632caae2e3f620,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template24_Instance130.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_3dbdc082c67894.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_3dbdc082c67894.json,,47,47,6,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_d371ff7f9f79b2__ground_truth,final-4afac97814f51edf,fatura_doc_c7e6afe587748d,fatura_page_d371ff7f9f79b2,fatura,invoice,tr,dev_select,split_c372ccc2dc1037ce,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template32_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_d371ff7f9f79b2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\ground_truth\fatura_page_d371ff7f9f79b2.json,,48,48,7,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_d371ff7f9f79b2__hybrid,final-4afac97814f51edf,fatura_doc_c7e6afe587748d,fatura_page_d371ff7f9f79b2,fatura,invoice,tr,dev_select,split_c372ccc2dc1037ce,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template32_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_d371ff7f9f79b2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\hybrid\fatura_page_d371ff7f9f79b2.json,general,63,63,7,0,7,0.9375,1.0,1.0,1.0,0.7347723147674173,false,false,true,,final
fatura_page_d371ff7f9f79b2__paddleocr,final-4afac97814f51edf,fatura_doc_c7e6afe587748d,fatura_page_d371ff7f9f79b2,fatura,invoice,tr,dev_select,split_c372ccc2dc1037ce,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template32_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_d371ff7f9f79b2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\paddleocr\fatura_page_d371ff7f9f79b2.json,general,31,31,6,0,7,0.9375,0.8571428571428571,1.0,1.0,0.9084857548370119,true,false,true,,final
fatura_page_d1cd6431ece5e2__ground_truth,final-4afac97814f51edf,fatura_doc_11797c21f21672,fatura_page_d1cd6431ece5e2,fatura,invoice,tr,train,split_60d1ef0e0b637450,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template19_Instance89.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_d1cd6431ece5e2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_d1cd6431ece5e2.json,,50,50,7,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_b5f9fda033d2eb__ground_truth,final-4afac97814f51edf,fatura_doc_8053c6a63b090e,fatura_page_b5f9fda033d2eb,fatura,invoice,tr,dev_calibration,split_5210d221eeabab1c,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template12_Instance36.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_b5f9fda033d2eb.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_calibration\ground_truth\fatura_page_b5f9fda033d2eb.json,,112,112,9,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_7a86611baa6b90__ground_truth,final-4afac97814f51edf,fatura_doc_e8f8365d85bd3b,fatura_page_7a86611baa6b90,fatura,invoice,tr,train,split_83ee6289d081bbf6,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template9_Instance159.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_7a86611baa6b90.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_7a86611baa6b90.json,,66,66,8,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_0475be89179c2f__ground_truth,final-4afac97814f51edf,fatura_doc_a318a757b485ac,fatura_page_0475be89179c2f,fatura,invoice,tr,test_in_domain,split_b0ab639dbbc85b4c,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template8_Instance145.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_0475be89179c2f.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\test_in_domain\ground_truth\fatura_page_0475be89179c2f.json,,115,115,11,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_9eb89e723fd951__ground_truth,final-4afac97814f51edf,fatura_doc_dbb2f457b61227,fatura_page_9eb89e723fd951,fatura,invoice,tr,train,split_5223637605d34f22,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template7_Instance150.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9eb89e723fd951.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_9eb89e723fd951.json,,46,46,9,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_205f55dcca86da__ground_truth,final-4afac97814f51edf,fatura_doc_dd68d6595435a8,fatura_page_205f55dcca86da,fatura,invoice,tr,train,split_42a50e21d64e6a79,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template17_Instance23.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_205f55dcca86da.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_205f55dcca86da.json,,69,69,9,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_22a41c34a62d44__ground_truth,final-4afac97814f51edf,fatura_doc_26b1475d733b1d,fatura_page_22a41c34a62d44,fatura,invoice,tr,train,split_c2e21329ba6633f7,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template18_Instance28.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_22a41c34a62d44.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_22a41c34a62d44.json,,61,61,8,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_0f71a373bcc178__ground_truth,final-4afac97814f51edf,fatura_doc_f4b9b5b50579e8,fatura_page_0f71a373bcc178,fatura,invoice,tr,train,split_60d1ef0e0b637450,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template19_Instance94.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_0f71a373bcc178.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_0f71a373bcc178.json,,59,59,7,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_8d8704f901850d__ground_truth,final-4afac97814f51edf,fatura_doc_2ca480dc745992,fatura_page_8d8704f901850d,fatura,invoice,tr,train,split_6b636ec8fece4311,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template48_Instance178.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_8d8704f901850d.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_8d8704f901850d.json,,88,88,10,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_1f12a8d1b98200__ground_truth,final-4afac97814f51edf,fatura_doc_81b40c089a6d79,fatura_page_1f12a8d1b98200,fatura,invoice,tr,train,split_bfbdc85d4cc01400,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template43_Instance38.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_1f12a8d1b98200.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_1f12a8d1b98200.json,,61,61,8,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_c6ee32a639abc5__ground_truth,final-4afac97814f51edf,fatura_doc_2720884e2797b9,fatura_page_c6ee32a639abc5,fatura,invoice,tr,dev_calibration,split_5210d221eeabab1c,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template12_Instance144.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c6ee32a639abc5.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_calibration\ground_truth\fatura_page_c6ee32a639abc5.json,,104,104,9,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_b8abf5b1ba74f3__ground_truth,final-4afac97814f51edf,fatura_doc_66f6dec6935f1c,fatura_page_b8abf5b1ba74f3,fatura,invoice,tr,train,split_4a7e90615278391a,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template20_Instance40.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_b8abf5b1ba74f3.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_b8abf5b1ba74f3.json,,28,28,5,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_2b7d51fd4872a7__ground_truth,final-4afac97814f51edf,fatura_doc_2250d9b88c972f,fatura_page_2b7d51fd4872a7,fatura,invoice,tr,dev_select,split_bc966078a2f3e7dc,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template22_Instance55.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_2b7d51fd4872a7.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\ground_truth\fatura_page_2b7d51fd4872a7.json,,58,58,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_2b7d51fd4872a7__hybrid,final-4afac97814f51edf,fatura_doc_2250d9b88c972f,fatura_page_2b7d51fd4872a7,fatura,invoice,tr,dev_select,split_bc966078a2f3e7dc,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template22_Instance55.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_2b7d51fd4872a7.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\hybrid\fatura_page_2b7d51fd4872a7.json,general,77,77,7,0,5,0.9482758620689655,1.0,1.0,1.0,0.7107708609508494,false,false,true,,final
fatura_page_2b7d51fd4872a7__paddleocr,final-4afac97814f51edf,fatura_doc_2250d9b88c972f,fatura_page_2b7d51fd4872a7,fatura,invoice,tr,dev_select,split_bc966078a2f3e7dc,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template22_Instance55.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_2b7d51fd4872a7.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\paddleocr\fatura_page_2b7d51fd4872a7.json,general,34,34,5,0,5,0.9482758620689655,0.7142857142857143,1.0,1.0,0.8837410863126326,true,false,true,,final
fatura_page_a7f90136c5da76__ground_truth,final-4afac97814f51edf,fatura_doc_94f0aa97efe028,fatura_page_a7f90136c5da76,fatura,invoice,tr,dev_select,split_75cdb402ea07f82a,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template10_Instance3.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_a7f90136c5da76.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\ground_truth\fatura_page_a7f90136c5da76.json,,97,97,8,0,6,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_a7f90136c5da76__hybrid,final-4afac97814f51edf,fatura_doc_94f0aa97efe028,fatura_page_a7f90136c5da76,fatura,invoice,tr,dev_select,split_75cdb402ea07f82a,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template10_Instance3.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_a7f90136c5da76.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\hybrid\fatura_page_a7f90136c5da76.json,general,115,115,8,0,6,0.9072164948453608,1.0,1.0,1.0,0.6750025480404744,false,false,true,,final
fatura_page_a7f90136c5da76__paddleocr,final-4afac97814f51edf,fatura_doc_94f0aa97efe028,fatura_page_a7f90136c5da76,fatura,invoice,tr,dev_select,split_75cdb402ea07f82a,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template10_Instance3.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_a7f90136c5da76.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\paddleocr\fatura_page_a7f90136c5da76.json,general,37,37,7,0,6,0.9072164948453608,0.875,1.0,1.0,0.8934741183318491,true,false,true,,final
fatura_page_8c89dbca7f4815__ground_truth,final-4afac97814f51edf,fatura_doc_5138848976ced5,fatura_page_8c89dbca7f4815,fatura,invoice,tr,train,split_60d1ef0e0b637450,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template19_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_8c89dbca7f4815.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_8c89dbca7f4815.json,,47,47,7,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_9957c048dad2d7__ground_truth,final-4afac97814f51edf,fatura_doc_d32147cfad88ac,fatura_page_9957c048dad2d7,fatura,invoice,tr,dev_select,split_99182dd71253ff36,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template38_Instance44.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9957c048dad2d7.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\ground_truth\fatura_page_9957c048dad2d7.json,,98,98,7,0,6,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_9957c048dad2d7__hybrid,final-4afac97814f51edf,fatura_doc_d32147cfad88ac,fatura_page_9957c048dad2d7,fatura,invoice,tr,dev_select,split_99182dd71253ff36,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template38_Instance44.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9957c048dad2d7.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\hybrid\fatura_page_9957c048dad2d7.json,general,116,116,7,0,6,0.9285714285714286,1.0,1.0,1.0,0.6792895963637303,false,false,true,,final
fatura_page_9957c048dad2d7__paddleocr,final-4afac97814f51edf,fatura_doc_d32147cfad88ac,fatura_page_9957c048dad2d7,fatura,invoice,tr,dev_select,split_99182dd71253ff36,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template38_Instance44.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9957c048dad2d7.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\paddleocr\fatura_page_9957c048dad2d7.json,general,37,37,5,0,6,0.9285714285714286,0.7142857142857143,1.0,1.0,0.8692415033948917,true,false,true,,final
fatura_page_c1a8ec6e0f0584__ground_truth,final-4afac97814f51edf,fatura_doc_4d74fcd593ca6d,fatura_page_c1a8ec6e0f0584,fatura,invoice,tr,dev_select,split_c372ccc2dc1037ce,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template32_Instance159.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c1a8ec6e0f0584.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\ground_truth\fatura_page_c1a8ec6e0f0584.json,,48,48,7,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_c1a8ec6e0f0584__hybrid,final-4afac97814f51edf,fatura_doc_4d74fcd593ca6d,fatura_page_c1a8ec6e0f0584,fatura,invoice,tr,dev_select,split_c372ccc2dc1037ce,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template32_Instance159.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c1a8ec6e0f0584.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\hybrid\fatura_page_c1a8ec6e0f0584.json,general,69,69,7,0,7,0.9166666666666666,1.0,1.0,1.0,0.7267446540742202,false,false,true,,final
fatura_page_c1a8ec6e0f0584__paddleocr,final-4afac97814f51edf,fatura_doc_4d74fcd593ca6d,fatura_page_c1a8ec6e0f0584,fatura,invoice,tr,dev_select,split_c372ccc2dc1037ce,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template32_Instance159.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c1a8ec6e0f0584.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_select\paddleocr\fatura_page_c1a8ec6e0f0584.json,general,36,36,5,0,7,0.9166666666666666,0.7142857142857143,1.0,1.0,0.8807883662680966,true,false,true,,final
fatura_page_fda41bddec1b0e__ground_truth,final-4afac97814f51edf,fatura_doc_80ba58e26d05de,fatura_page_fda41bddec1b0e,fatura,invoice,tr,dev_calibration,split_c07b72bcab851bd8,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template45_Instance73.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_fda41bddec1b0e.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_calibration\ground_truth\fatura_page_fda41bddec1b0e.json,,67,67,8,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_e5b09e0e2b73c6__ground_truth,final-4afac97814f51edf,fatura_doc_6710b44fc15be4,fatura_page_e5b09e0e2b73c6,fatura,invoice,tr,train,split_cead56f848305fad,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template27_Instance160.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e5b09e0e2b73c6.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_e5b09e0e2b73c6.json,,50,50,6,0,3,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_dd1285bd1ecd98__ground_truth,final-4afac97814f51edf,fatura_doc_bee03fd0028240,fatura_page_dd1285bd1ecd98,fatura,invoice,tr,dev_calibration,split_c07b72bcab851bd8,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template45_Instance57.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_dd1285bd1ecd98.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\dev_calibration\ground_truth\fatura_page_dd1285bd1ecd98.json,,67,67,8,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_1eca993a97c054__ground_truth,final-4afac97814f51edf,fatura_doc_670d7e9cfc2364,fatura_page_1eca993a97c054,fatura,invoice,tr,train,split_ac55e049e2a3ce8f,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template2_Instance61.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_1eca993a97c054.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_1eca993a97c054.json,,52,52,7,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_e37effb54a71ee__ground_truth,final-4afac97814f51edf,fatura_doc_4a944158547c7b,fatura_page_e37effb54a71ee,fatura,invoice,tr,train,split_c2e21329ba6633f7,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template18_Instance2.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e37effb54a71ee.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_e37effb54a71ee.json,,60,60,8,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_896a28777f493a__ground_truth,final-4afac97814f51edf,fatura_doc_b199a1f73ff11a,fatura_page_896a28777f493a,fatura,invoice,tr,train,split_cead56f848305fad,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template27_Instance40.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_896a28777f493a.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_896a28777f493a.json,,48,48,6,0,3,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_fe967bdf8307ae__ground_truth,final-4afac97814f51edf,fatura_doc_4f266c382b3c48,fatura_page_fe967bdf8307ae,fatura,invoice,tr,train,split_4615ef1929eb2cef,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template42_Instance58.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_fe967bdf8307ae.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_fe967bdf8307ae.json,,48,48,7,0,6,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_853319b3709fae__ground_truth,final-4afac97814f51edf,fatura_doc_a191d4e6ae84bc,fatura_page_853319b3709fae,fatura,invoice,tr,train,split_75697cdbcfe86284,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template37_Instance6.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_853319b3709fae.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_853319b3709fae.json,,51,51,5,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_d08a316dbadecd__ground_truth,final-4afac97814f51edf,fatura_doc_8b8aad470ab508,fatura_page_d08a316dbadecd,fatura,invoice,tr,train,split_f7d31d9247c1a8fc,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template13_Instance109.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_d08a316dbadecd.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_d08a316dbadecd.json,,97,97,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_928e45c19725fb__ground_truth,final-4afac97814f51edf,fatura_doc_5cd8c946894a6c,fatura_page_928e45c19725fb,fatura,invoice,tr,train,split_809e93729b2e13cc,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template50_Instance97.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_928e45c19725fb.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_928e45c19725fb.json,,104,104,8,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
sroie_page_256051a7e329cf__ground_truth,final-4afac97814f51edf,sroie_doc_f7fe6691c56881,sroie_page_256051a7e329cf,sroie,receipt,en,train,split_5468bb4206a8dd7b,ground_truth,data/raw/public/sroie/SROIE2019/train/img/X51005441407.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_256051a7e329cf.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\sroie_page_256051a7e329cf.json,,53,53,4,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_c4345b90b736d3__ground_truth,final-4afac97814f51edf,fatura_doc_2f53030a186a19,fatura_page_c4345b90b736d3,fatura,invoice,tr,train,split_bc6c3b36fe3caa35,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template11_Instance21.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c4345b90b736d3.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_c4345b90b736d3.json,,48,48,6,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_244439e71c2e9c__ground_truth,final-4afac97814f51edf,fatura_doc_7546351d66bdb6,fatura_page_244439e71c2e9c,fatura,invoice,tr,train,split_83ee6289d081bbf6,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template9_Instance118.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_244439e71c2e9c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_244439e71c2e9c.json,,57,57,8,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_3695568f86de57__ground_truth,final-4afac97814f51edf,fatura_doc_c475001aafa7ae,fatura_page_3695568f86de57,fatura,invoice,tr,train,split_39a3ce78ee665ffb,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template14_Instance156.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_3695568f86de57.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_3695568f86de57.json,,84,84,8,0,6,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
sroie_page_e772e05909de79__ground_truth,final-4afac97814f51edf,sroie_doc_d1517f5a4d85b8,sroie_page_e772e05909de79,sroie,receipt,en,train,split_8cc14dd51d776deb,ground_truth,data/raw/public/sroie/SROIE2019/test/img/X51007339159.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_e772e05909de79.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\sroie_page_e772e05909de79.json,,52,52,4,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_a20ada4bf2d191__ground_truth,final-4afac97814f51edf,fatura_doc_d810fb3868dd38,fatura_page_a20ada4bf2d191,fatura,invoice,tr,train,split_42a50e21d64e6a79,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template17_Instance108.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_a20ada4bf2d191.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_a20ada4bf2d191.json,,71,71,9,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_115ed88cdaf9ef__ground_truth,final-4afac97814f51edf,fatura_doc_aef64c1dbb3261,fatura_page_115ed88cdaf9ef,fatura,invoice,tr,train,split_f7d31d9247c1a8fc,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template13_Instance44.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_115ed88cdaf9ef.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_115ed88cdaf9ef.json,,75,75,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
